id,query,category,query_clean,query_deep,category_id
218,What is the APR on my credit card?,Card Services,What is the APR on my credit card?,apr credit card,1
406,What password requirements does the bank have?,Fraud & Security,What password requirements does the bank have?,password requirement bank,2
67,Can I deposit checks using my phone?,Account Management,Can I deposit checks using my phone?,deposit check using phone,0
388,What security features does the bank offer?,Fraud & Security,What security features does the bank offer?,security feature bank offer,2
397,How do I report a lost or stolen checkbook?,Fraud & Security,How do I report a lost or stolen checkbook?,report lost stolen checkbook,2
224,What are cash advance fees?,Card Services,What are cash advance fees?,cash advance fee,1
387,How do I change my security questions?,Fraud & Security,How do I change my security questions?,change security question,2
180,How long does a rate lock last?,Loans,How long does a rate lock last?,long rate lock last,3
166,Can I change from variable to fixed rate?,Loans,Can I change from variable to fixed rate?,change variable fixed rate,3
108,Can I get a loan with bad credit?,Loans,Can I get a loan with bad credit?,get loan bad credit,3
83,Can I manage my account through the mobile app?,Account Management,Can I manage my account through the mobile app?,manage account mobile app,0
20,How do I download my bank statements in PDF?,Account Management,How do I download my bank statements in PDF?,download bank statement pdf,0
345,How do I make a payment using QR code?,Payments & Transfers,How do I make a payment using QR code?,make payment using qr code,4
124,Can I modify my loan terms?,Loans,Can I modify my loan terms?,modify loan term,3
217,How do I request a chargeback?,Card Services,How do I request a chargeback?,request chargeback,1
196,How do I report a lost credit card?,Card Services,How do I report a lost credit card?,report lost credit card,1
346,Can I pay internationally using my bank app?,Payments & Transfers,Can I pay internationally using my bank app?,pay internationally using bank app,4
174,How do I appeal a loan denial?,Loans,How do I appeal a loan denial?,appeal loan denial,3
404,What are signs that my account has been hacked?,Fraud & Security,What are signs that my account has been hacked?,sign account hacked,2
370,How do I pay my mortgage online?,Payments & Transfers,How do I pay my mortgage online?,pay mortgage online,4
307,What is a cashier's check?,Payments & Transfers,What is a cashier's check?,cashier check,4
358,How do I send money to a charity?,Payments & Transfers,How do I send money to a charity?,send money charity,4
150,What is a debt consolidation loan?,Loans,What is a debt consolidation loan?,debt consolidation loan,3
40,Can I merge two accounts into one?,Account Management,Can I merge two accounts into one?,merge two account one,0
122,What happens if I miss a loan payment?,Loans,What happens if I miss a loan payment?,happens miss loan payment,3
52,What is the annual percentage yield on savings?,Account Management,What is the annual percentage yield on savings?,annual percentage yield saving,0
138,What credit score do I need for a mortgage?,Loans,What credit score do I need for a mortgage?,credit score need mortgage,3
148,What are the terms for a line of credit?,Loans,What are the terms for a line of credit?,term line credit,3
357,How do I enable real-time payments?,Payments & Transfers,How do I enable real-time payments?,enable realtime payment,4
283,What is the difference between Visa and Mastercard?,Card Services,What is the difference between Visa and Mastercard?,difference visa mastercard,1
16,How can I increase my daily withdrawal limit?,Account Management,How can I increase my daily withdrawal limit?,increase daily withdrawal limit,0
365,Can I receive payments through my bank?,Payments & Transfers,Can I receive payments through my bank?,receive payment bank,4
155,What is an amortization schedule?,Loans,What is an amortization schedule?,amortization schedule,3
419,What are common banking scams?,Fraud & Security,What are common banking scams?,common banking scam,2
101,What are the eligibility requirements for a mortgage?,Loans,What are the eligibility requirements for a mortgage?,eligibility requirement mortgage,3
199,What is my credit card limit?,Card Services,What is my credit card limit?,credit card limit,1
58,What happens to a dormant account?,Account Management,What happens to a dormant account?,happens dormant account,0
88,"My account is locked, how do I unlock it?",Account Management,"My account is locked, how do I unlock it?",account locked unlock,0
183,How do I apply for forbearance?,Loans,How do I apply for forbearance?,apply forbearance,3
156,How do I read my amortization schedule?,Loans,How do I read my amortization schedule?,read amortization schedule,3
444,How do I report unauthorized account changes?,Fraud & Security,How do I report unauthorized account changes?,report unauthorized account change,2
221,How do I do a balance transfer?,Card Services,How do I do a balance transfer?,balance transfer,1
