id,query,category,query_clean,query_deep,category_id
227,How do I set up travel notifications for my card?,Card Services,How do I set up travel notifications for my card?,set travel notification card,1
391,How do I enable real-time transaction alerts?,Fraud & Security,How do I enable real-time transaction alerts?,enable realtime transaction alert,2
214,I see an unauthorized charge on my card,Card Services,I see an unauthorized charge on my card,see unauthorized charge card,1
172,How does my escrow account work?,Loans,How does my escrow account work?,escrow account work,3
99,How do I apply for a personal loan?,Loans,How do I apply for a personal loan?,apply personal loan,3
293,How do I find the SWIFT code for my bank?,Payments & Transfers,How do I find the SWIFT code for my bank?,find swift code bank,4
216,What is a chargeback?,Card Services,What is a chargeback?,chargeback,1
62,How do I request an account verification letter?,Account Management,How do I request an account verification letter?,request account verification letter,0
48,Do you offer student bank accounts?,Account Management,Do you offer student bank accounts?,offer student bank account,0
33,How do I set up account alerts?,Account Management,How do I set up account alerts?,set account alert,0
268,What is chip and PIN technology?,Card Services,What is chip and PIN technology?,chip pin technology,1
328,What is the difference between a standing order and direct debit?,Payments & Transfers,What is the difference between a standing order and direct debit?,difference standing order direct debit,4
201,How do I decrease my credit card limit?,Card Services,How do I decrease my credit card limit?,decrease credit card limit,1
404,What are signs that my account has been hacked?,Fraud & Security,What are signs that my account has been hacked?,sign account hacked,2
28,What is a money market account?,Account Management,What is a money market account?,money market account,0
354,What is a batch payment?,Payments & Transfers,What is a batch payment?,batch payment,4
231,Can I use my card with Apple Pay?,Card Services,Can I use my card with Apple Pay?,use card apple pay,1
261,How do I apply for a platinum card?,Card Services,How do I apply for a platinum card?,apply platinum card,1
289,How long does a wire transfer take?,Payments & Transfers,How long does a wire transfer take?,long wire transfer take,4
163,How does a secured loan differ from unsecured?,Loans,How does a secured loan differ from unsecured?,secured loan differ unsecured,3
384,How do I verify a phone call is from the bank?,Fraud & Security,How do I verify a phone call is from the bank?,verify phone call bank,2
139,How do I improve my chances of loan approval?,Loans,How do I improve my chances of loan approval?,improve chance loan approval,3
63,What is the process for estate accounts?,Account Management,What is the process for estate accounts?,process estate account,0
136,What is a co-signer and do I need one?,Loans,What is a co-signer and do I need one?,cosigner need one,3
129,What are the tax benefits of a home loan?,Loans,What are the tax benefits of a home loan?,tax benefit home loan,3
430,Can I see who has accessed my account information?,Fraud & Security,Can I see who has accessed my account information?,see accessed account information,2
9,How can I check my account balance online?,Account Management,How can I check my account balance online?,check account balance online,0
327,How do I cancel a standing order?,Payments & Transfers,How do I cancel a standing order?,cancel standing order,4
419,What are common banking scams?,Fraud & Security,What are common banking scams?,common banking scam,2
65,What are the tax implications of my savings interest?,Account Management,What are the tax implications of my savings interest?,tax implication saving interest,0
301,What is the cutoff time for same-day transfers?,Payments & Transfers,What is the cutoff time for same-day transfers?,cutoff time sameday transfer,4
15,What is the daily withdrawal limit?,Account Management,What is the daily withdrawal limit?,daily withdrawal limit,0
157,Can I transfer my loan to another person?,Loans,Can I transfer my loan to another person?,transfer loan another person,3
41,How do I switch my primary account?,Account Management,How do I switch my primary account?,switch primary account,0
415,What should I do if I gave my information to a scammer?,Fraud & Security,What should I do if I gave my information to a scammer?,gave information scammer,2
366,How do I set up invoicing through the bank?,Payments & Transfers,How do I set up invoicing through the bank?,set invoicing bank,4
217,How do I request a chargeback?,Card Services,How do I request a chargeback?,request chargeback,1
280,What factors affect my credit score?,Card Services,What factors affect my credit score?,factor affect credit score,1
392,How do I set spending limits for security?,Fraud & Security,How do I set spending limits for security?,set spending limit security,2
338,Can I categorize my transactions?,Payments & Transfers,Can I categorize my transactions?,categorize transaction,4
237,What is a business credit card?,Card Services,What is a business credit card?,business credit card,1
208,How do I earn rewards on my credit card?,Card Services,How do I earn rewards on my credit card?,earn reward credit card,1
213,How do I dispute a charge on my credit card?,Card Services,How do I dispute a charge on my credit card?,dispute charge credit card,1
296,How do I cancel a recurring payment?,Payments & Transfers,How do I cancel a recurring payment?,cancel recurring payment,4
413,What is card skimming?,Fraud & Security,What is card skimming?,card skimming,2
252,How do I avoid paying interest on my credit card?,Card Services,How do I avoid paying interest on my credit card?,avoid paying interest credit card,1
441,How do I set up trusted contact for my account?,Fraud & Security,How do I set up trusted contact for my account?,set trusted contact account,2
429,How do I opt out of data sharing?,Fraud & Security,How do I opt out of data sharing?,opt data sharing,2
304,Is Zelle free to use?,Payments & Transfers,Is Zelle free to use?,zelle free use,4
351,Can I hold multiple currencies in my account?,Payments & Transfers,Can I hold multiple currencies in my account?,hold multiple currency account,4
270,Why did I receive a new card I didn't request?,Card Services,Why did I receive a new card I didn't request?,receive new card didnt request,1
202,What are the fees for my credit card?,Card Services,What are the fees for my credit card?,fee credit card,1
162,What is a personal line of credit?,Loans,What is a personal line of credit?,personal line credit,3
44,How do I disable overdraft protection?,Account Management,How do I disable overdraft protection?,disable overdraft protection,0
218,What is the APR on my credit card?,Card Services,What is the APR on my credit card?,apr credit card,1
191,How do I get my lien released after payoff?,Loans,How do I get my lien released after payoff?,get lien released payoff,3
310,How do I send a money order?,Payments & Transfers,How do I send a money order?,send money order,4
260,What are the perks of a premium credit card?,Card Services,What are the perks of a premium credit card?,perk premium credit card,1
106,How do I calculate my monthly loan payment?,Loans,How do I calculate my monthly loan payment?,calculate monthly loan payment,3
54,Can I restrict certain transactions on my account?,Account Management,Can I restrict certain transactions on my account?,restrict certain transaction account,0
2,What are the requirements to open a checking account?,Account Management,What are the requirements to open a checking account?,requirement open checking account,0
450,Is the mobile app safe to use?,Fraud & Security,Is the mobile app safe to use?,mobile app safe use,2
50,How do I upgrade to a premium account?,Account Management,How do I upgrade to a premium account?,upgrade premium account,0
81,How do I enable two-factor authentication?,Account Management,How do I enable two-factor authentication?,enable twofactor authentication,0
206,What is the minimum payment on my credit card?,Card Services,What is the minimum payment on my credit card?,minimum payment credit card,1
35,How do I opt out of marketing communications?,Account Management,How do I opt out of marketing communications?,opt marketing communication,0
264,How does my credit card billing cycle work?,Card Services,How does my credit card billing cycle work?,credit card billing cycle work,1
367,What is contactless payment?,Payments & Transfers,What is contactless payment?,contactless payment,4
92,What browsers are supported for online banking?,Account Management,What browsers are supported for online banking?,browser supported online banking,0
340,What is an e-transfer?,Payments & Transfers,What is an e-transfer?,etransfer,4
427,How does the bank protect my personal information?,Fraud & Security,How does the bank protect my personal information?,bank protect personal information,2
53,How do I set a spending limit on my account?,Account Management,How do I set a spending limit on my account?,set spending limit account,0
346,Can I pay internationally using my bank app?,Payments & Transfers,Can I pay internationally using my bank app?,pay internationally using bank app,4
265,What is a statement closing date?,Card Services,What is a statement closing date?,statement closing date,1
242,How do I cancel my credit card?,Card Services,How do I cancel my credit card?,cancel credit card,1
14,How do I request a new debit card?,Account Management,How do I request a new debit card?,request new debit card,0
316,How long does an ACH transfer take?,Payments & Transfers,How long does an ACH transfer take?,long ach transfer take,4
89,How do I change my PIN number?,Account Management,How do I change my PIN number?,change pin number,0
388,What security features does the bank offer?,Fraud & Security,What security features does the bank offer?,security feature bank offer,2
274,Can I set a daily spending limit on my card?,Card Services,Can I set a daily spending limit on my card?,set daily spending limit card,1
167,What is a balloon payment?,Loans,What is a balloon payment?,balloon payment,3
329,How do I set up a direct debit?,Payments & Transfers,How do I set up a direct debit?,set direct debit,4
444,How do I report unauthorized account changes?,Fraud & Security,How do I report unauthorized account changes?,report unauthorized account change,2
135,How does student loan forgiveness work?,Loans,How does student loan forgiveness work?,student loan forgiveness work,3
307,What is a cashier's check?,Payments & Transfers,What is a cashier's check?,cashier check,4
434,What documentation do I need to file a fraud claim?,Fraud & Security,What documentation do I need to file a fraud claim?,documentation need file fraud claim,2
320,How do I verify a direct deposit was received?,Payments & Transfers,How do I verify a direct deposit was received?,verify direct deposit received,4
244,Will canceling my card affect my credit score?,Card Services,Will canceling my card affect my credit score?,canceling card affect credit score,1
55,How do I unfreeze my account?,Account Management,How do I unfreeze my account?,unfreeze account,0
364,How do I integrate payment processing for my business?,Payments & Transfers,How do I integrate payment processing for my business?,integrate payment processing business,4
51,Can I downgrade my account type?,Account Management,Can I downgrade my account type?,downgrade account type,0
175,What is a jumbo loan?,Loans,What is a jumbo loan?,jumbo loan,3
190,What happens at the end of my loan term?,Loans,What happens at the end of my loan term?,happens end loan term,3
448,What happens if I enter wrong password too many times?,Fraud & Security,What happens if I enter wrong password too many times?,happens enter wrong password many time,2
188,What is the total cost of my loan over its lifetime?,Loans,What is the total cost of my loan over its lifetime?,total cost loan lifetime,3
170,How do I set up biweekly loan payments?,Loans,How do I set up biweekly loan payments?,set biweekly loan payment,3
59,How can I recover funds from a closed account?,Account Management,How can I recover funds from a closed account?,recover fund closed account,0
49,What benefits come with a premium account?,Account Management,What benefits come with a premium account?,benefit come premium account,0
345,How do I make a payment using QR code?,Payments & Transfers,How do I make a payment using QR code?,make payment using qr code,4
236,How do I upgrade from a secured to unsecured card?,Card Services,How do I upgrade from a secured to unsecured card?,upgrade secured unsecured card,1
253,What is a credit card promotional rate?,Card Services,What is a credit card promotional rate?,credit card promotional rate,1
22,How do I set up paperless statements?,Account Management,How do I set up paperless statements?,set paperless statement,0
314,How do I cancel a pending transaction?,Payments & Transfers,How do I cancel a pending transaction?,cancel pending transaction,4
161,How do I get a loan for home improvements?,Loans,How do I get a loan for home improvements?,get loan home improvement,3
277,How do I view my credit score through the bank?,Card Services,How do I view my credit score through the bank?,view credit score bank,1
192,What is a title search?,Loans,What is a title search?,title search,3
294,What is an IBAN number?,Payments & Transfers,What is an IBAN number?,iban number,4
414,How can I tell if an ATM has a skimmer?,Fraud & Security,How can I tell if an ATM has a skimmer?,tell atm skimmer,2
344,Is there a fee for e-transfers?,Payments & Transfers,Is there a fee for e-transfers?,fee etransfers,4
258,Can I customize the design of my card?,Card Services,Can I customize the design of my card?,customize design card,1
309,What is the cost of a cashier's check?,Payments & Transfers,What is the cost of a cashier's check?,cost cashier check,4
150,What is a debt consolidation loan?,Loans,What is a debt consolidation loan?,debt consolidation loan,3
131,What is a bridge loan?,Loans,What is a bridge loan?,bridge loan,3
152,How do I calculate my debt-to-income ratio?,Loans,How do I calculate my debt-to-income ratio?,calculate debttoincome ratio,3
360,How do I set up automatic savings transfers?,Payments & Transfers,How do I set up automatic savings transfers?,set automatic saving transfer,4
100,What is the interest rate on a home loan?,Loans,What is the interest rate on a home loan?,interest rate home loan,3
373,What is auto-debit for loan payments?,Payments & Transfers,What is auto-debit for loan payments?,autodebit loan payment,4
88,"My account is locked, how do I unlock it?",Account Management,"My account is locked, how do I unlock it?",account locked unlock,0
331,What happens if a payment fails?,Payments & Transfers,What happens if a payment fails?,happens payment fails,4
215,How long does a dispute take to resolve?,Card Services,How long does a dispute take to resolve?,long dispute take resolve,1
122,What happens if I miss a loan payment?,Loans,What happens if I miss a loan payment?,happens miss loan payment,3
451,How do I report a vulnerability in the bank's system?,Fraud & Security,How do I report a vulnerability in the bank's system?,report vulnerability bank system,2
21,What are the fees for maintaining an account?,Account Management,What are the fees for maintaining an account?,fee maintaining account,0
189,How do I track my loan payments?,Loans,How do I track my loan payments?,track loan payment,3
72,How do I find the nearest ATM?,Account Management,How do I find the nearest ATM?,find nearest atm,0
107,What are the different types of home loans?,Loans,What are the different types of home loans?,different type home loan,3
271,How do I update my card information with merchants?,Card Services,How do I update my card information with merchants?,update card information merchant,1
349,What are the foreign exchange fees?,Payments & Transfers,What are the foreign exchange fees?,foreign exchange fee,4
436,What is check fraud?,Fraud & Security,What is check fraud?,check fraud,2
103,What documents do I need for a loan application?,Loans,What documents do I need for a loan application?,document need loan application,3
